user_id,product_id,rating
A000000222,B000189271,3.9
A000000222,B000342321,4.0
A000000222,B000376848,4.7
A000000222,B000499528,3.9
A000000222,B000509227,2.5
A000000222,B000298473,3.6
A000000222,B000513746,3.3
A000000222,B000198593,3.9
A000000222,B000396617,4.0
A000000116,B000426344,3.9
A000000116,B000125205,3.9
A000000116,B000016319,3.8
A000000116,B000370524,3.9
A000000116,B000364744,3.9
A000000116,B000257047,4.7
A000000116,B000012542,4.5
A000000116,B000346870,3.9
A000000116,B000125231,4.4
A000000116,B000449540,3.6
A000000116,B000250661,3.9
A000000116,B000022432,4.3
A000000116,B000056811,3.9
A000000116,B000135129,4.2
A000000116,B000405909,5.0
A000000116,B000086190,3.5
A000000116,B000535031,3.9
A000000116,B000206296,3.9
A000000116,B000097187,2.3
A000000116,B000101123,3.9
A000000116,B000387827,3.6
A000000116,B000007700,3.3
A000000116,B000308893,3.9
A000000116,B000121324,4.0
A000000116,B000289529,3.9
A000000116,B000326819,3.4
A000000116,B000219650,3.9
A000000116,B000296154,3.9
A000000346,B000545968,3.9
A000000346,B000459907,5.0
A000000346,B000046674,3.6
A000000346,B000451857,3.4
A000000346,B000040273,4.2
A000000346,B000204773,3.9
A000000346,B000225600,3.9
A000000346,B000512163,4.0
A000000346,B000187358,3.9
A000000346,B000327953,1.0
A000000346,B000284413,3.0
A000000346,B000455318,4.0
A000000346,B000254270,3.7
A000000346,B000079856,1.0
A000000346,B000304010,3.9
A000000346,B000262734,3.5
A000000346,B000235832,3.7
A000000346,B000081597,3.5
A000000346,B000270632,4.4
A000000346,B000020235,3.8
A000000346,B000479637,3.9
A000000346,B000026032,3.6
A000000346,B000349742,4.4
A000000346,B000170506,3.9
A000000346,B000236789,3.4
A000000742,B000469133,4.2
A000000742,B000524967,3.9
A000000742,B000203712,3.9
A000000742,B000369483,3.8
A000000742,B000071478,3.8
A000000742,B000140538,3.8
A000000742,B000522811,3.9
A000000742,B000538927,3.5
A000000742,B000017365,4.4
A000000742,B000029982,5.0
A000000742,B000113628,4.0
A000000742,B000445422,3.9
A000000742,B000516702,4.5
A000000742,B000288738,3.9
A000000742,B000011558,4.5
A000000742,B000126581,2.9
A000000404,B000152321,4.0
A000000404,B000438844,4.3
A000000404,B000242352,3.9
A000000404,B000431331,4.1
A000000404,B000328165,5.0
A000000404,B000168693,3.9
A000000404,B000454324,3.7
A000000404,B000262774,3.4
A000000404,B000435665,4.1
A000000404,B000055757,3.9
A000000404,B000350054,3.8
A000000404,B000047759,4.2
A000000404,B000146196,5.0
A000000404,B000199406,3.9
A000000404,B000455346,3.9
A000000404,B000382652,3.9
A000000404,B000497860,5.0
A000000404,B000228337,3.3
A000000404,B000498830,3.9
A000000248,B000348182,4.6
A000000248,B000106487,4.2
A000000248,B000345653,4.6
A000000248,B000111985,3.8
A000000248,B000447446,3.9
A000000248,B000509176,3.4
A000000248,B000049696,4.2
A000000248,B000159319,3.9
A000000248,B000051963,3.9
A000000248,B000542892,3.0
A000000248,B000475972,4.0
A000000248,B000401112,3.9
A000000248,B000308480,3.9
A000000248,B000211064,3.9
A000000248,B000230412,3.0
A000000781,B000366627,3.0
A000000781,B000131173,4.5
A000000781,B000003125,4.0
A000000781,B000093316,3.9
A000000781,B000494772,3.9
A000000781,B000535769,4.2
A000000781,B000108098,3.1
A000000781,B000401768,3.9
A000000781,B000228969,4.1
A000000781,B000431457,4.3
A000000781,B000090086,4.3
A000000781,B000102861,3.9
A000000927,B000047268,3.9
A000000927,B000294778,3.9
A000000927,B000422552,3.9
A000000927,B000157525,1.0
A000000927,B000439753,3.9
A000000927,B000473361,3.9
A000000927,B000503270,4.1
A000000927,B000473589,4.7
A000000927,B000251367,3.6
A000000927,B000249799,3.9
A000000927,B000407731,4.2
A000000927,B000181488,3.9
A000000898,B000305402,3.9
A000000898,B000423521,3.7
A000000898,B000272811,3.9
A000000898,B000378260,3.2
A000000898,B000291741,3.8
A000000898,B000046490,4.0
A000000898,B000080015,3.9
A000000898,B000057299,3.9
A000000898,B000455816,3.2
A000000898,B000117377,3.7
A000000898,B000237897,3.9
A000000898,B000210147,3.9
A000000898,B000279026,3.4
A000000898,B000247722,3.8
A000000898,B000433417,5.0
A000000898,B000007949,4.3
A000000898,B000442684,4.4
A000000898,B000079617,3.6
A000000898,B000236258,3.0
A000000898,B000361673,3.9
A000000898,B000043195,4.5
A000000898,B000063687,4.5
A000000898,B000451692,5.0
A000000319,B000402572,4.3
A000000319,B000074313,3.9
A000000319,B000027687,3.9
A000000319,B000488579,3.3
A000000319,B000106811,4.0
A000000319,B000056854,3.9
A000000319,B000329619,3.6
A000000319,B000339761,3.9
A000000319,B000315118,3.8
A000000319,B000088916,4.0
A000000319,B000028654,4.1
A000000319,B000529484,4.0
A000000319,B000548872,3.3
A000000319,B000015773,4.3
A000000319,B000100076,3.9
A000000319,B000277733,3.9
A000000319,B000158039,3.9
A000000319,B000038072,4.0
A000000164,B000329202,3.9
A000000164,B000492054,3.9
A000000164,B000408794,3.9
A000000164,B000051787,4.8
A000000164,B000221742,5.0
A000000164,B000211005,3.9
A000000164,B000246280,4.5
A000000164,B000276129,3.9
A000000164,B000040399,4.1
A000000164,B000256876,3.7
A000000164,B000065948,3.9
A000000164,B000516765,3.9
A000000164,B000467847,3.3
A000000164,B000091109,3.1
A000000164,B000089973,3.9
A000000164,B000264044,3.9
A000000164,B000299114,4.0
A000000164,B000361124,4.0
A000000281,B000483003,3.0
A000000281,B000209511,3.9
A000000281,B000474405,4.8
A000000281,B000341265,4.2
A000000281,B000494956,3.9
A000000281,B000111273,3.7
A000000281,B000047228,4.2
A000000281,B000231020,3.9
A000000281,B000109189,3.5
A000000281,B000384387,3.8
A000000281,B000335999,3.9
A000000281,B000162951,5.0
A000000281,B000140862,2.9
A000000281,B000324655,5.0
A000000281,B000383901,2.7
A000000281,B000422860,3.9
A000000281,B000019845,4.3
A000000281,B000341160,3.8
A000000281,B000197088,3.9
A000000281,B000291958,3.9
A000000281,B000494204,3.6
A000000281,B000264239,5.0
A000000281,B000448257,4.0
A000000281,B000093194,4.0
A000000281,B000182843,3.9
A000000281,B000019308,4.4
A000000281,B000306610,3.9
A000000281,B000355005,5.0
A000000281,B000312594,3.7
A000000558,B000117867,4.0
A000000558,B000518674,3.9
A000000558,B000541805,1.0
A000000558,B000244946,3.5
A000000558,B000243232,4.3
A000000558,B000154457,4.2
A000000558,B000014907,4.2
A000000558,B000337812,3.9
A000000558,B000128462,3.4
A000000558,B000012603,4.0
A000000558,B000265570,4.0
A000000558,B000251265,3.7
A000000558,B000066282,2.6
A000000558,B000523684,3.9
A000000558,B000532753,3.5
A000000803,B000296836,3.9
A000000803,B000027614,3.7
A000000803,B000329718,4.3
A000000803,B000184060,3.9
A000000803,B000409607,1.0
A000000803,B000517410,4.0
A000000803,B000404235,3.6
A000000803,B000483873,5.0
A000000803,B000523110,3.9
A000000803,B000338153,3.9
A000000803,B000266730,3.9
A000000803,B000501581,3.9
A000000803,B000455722,3.1
A000000803,B000077786,4.3
A000000803,B000187866,3.9
A000000803,B000189650,3.9
A000000803,B000127551,3.9
A000000803,B000237668,3.9
A000000803,B000190708,3.9
A000000803,B000073359,3.6
A000000803,B000479436,3.7
A000000803,B000108865,3.7
A000000438,B000164777,3.5
A000000438,B000296846,1.0
A000000438,B000446655,3.9
A000000438,B000032538,4.2
A000000438,B000278564,3.9
A000000438,B000414946,3.9
A000000438,B000236698,4.4
A000000438,B000116394,3.8
A000000438,B000436821,4.5
A000000438,B000101222,3.9
A000000438,B000236086,3.9
A000000438,B000192810,3.8
A000000438,B000325529,3.9
A000000438,B000267914,5.0
A000000438,B000387225,4.7
A000000438,B000362641,3.1
A000000438,B000290003,3.9
A000000438,B000213114,3.9
A000000438,B000084084,3.4
A000000438,B000111694,5.0
A000000438,B000127598,3.2
A000000438,B000027458,3.8
A000000272,B000357234,4.1
A000000272,B000204752,3.9
A000000272,B000166252,5.0
A000000272,B000157245,4.4
A000000272,B000294759,5.0
A000000272,B000341918,4.0
A000000272,B000220982,2.7
A000000272,B000336504,3.9
A000000272,B000108360,4.0
A000000272,B000252512,3.9
A000000272,B000275729,3.7
A000000272,B000278499,3.1
A000000272,B000203425,3.9
A000000272,B000531406,4.2
A000000272,B000543791,3.9
A000000272,B000091921,3.8
A000000272,B000057522,4.5
A000000272,B000005430,3.6
A000000272,B000441363,3.5
A000000272,B000023795,4.1
A000000272,B000182195,3.9
A000000733,B000093860,3.7
A000000733,B000005006,4.4
A000000733,B000267197,4.1
A000000733,B000426318,3.9
A000000733,B000351066,3.9
A000000733,B000478515,3.9
A000000733,B000525985,3.9
A000000733,B000415579,4.6
A000000733,B000256771,4.1
A000000733,B000261664,3.0
A000000733,B000194929,4.1
A000000733,B000143337,3.6
A000000733,B000099944,3.2
A000000733,B000253307,4.2
A000000733,B000262821,4.0
A000000733,B000381260,3.9
A000000515,B000252829,4.0
A000000515,B000279165,4.5
A000000515,B000488744,3.7
A000000515,B000260016,3.9
A000000515,B000323921,5.0
A000000515,B000540646,3.9
A000000515,B000184160,3.9
A000000515,B000093322,2.4
A000000515,B000437083,3.3
A000000515,B000043226,4.3
A000000515,B000448744,2.9
A000000515,B000419585,3.1
A000000515,B000390957,3.0
A000000515,B000056791,3.9
A000000515,B000372732,4.0
A000000255,B000428377,3.9
A000000255,B000160871,5.0
A000000255,B000136386,3.9
A000000255,B000322681,2.6
A000000255,B000527842,3.9
A000000255,B000179599,4.6
A000000255,B000034420,3.9
A000000255,B000193743,5.0
A000000255,B000461343,1.0
A000000255,B000059465,5.0
A000000255,B000098126,3.9
A000000255,B000548984,3.5
A000000255,B000424308,3.3
A000000255,B000292872,3.9
A000000255,B000028436,3.9
A000000255,B000404698,3.9
A000000255,B000385561,3.9
A000000255,B000183759,3.9
A000000255,B000367150,3.2
A000000744,B000257621,4.2
A000000744,B000322774,3.9
A000000744,B000509151,3.9
A000000744,B000538663,3.9
A000000744,B000304911,3.9
A000000744,B000137643,2.7
A000000744,B000371740,4.6
A000000744,B000101269,4.2
A000000744,B000265131,4.3
A000000744,B000135041,4.0
A000000744,B000393081,3.3
A000000744,B000259503,3.8
A000000744,B000359191,5.0
A000000744,B000205210,3.9
A000000744,B000205797,3.9
A000000744,B000107714,3.6
A000000744,B000225872,3.9
A000000744,B000093260,4.7
A000000744,B000200520,3.9
A000000744,B000091440,3.0
A000000744,B000541505,4.1
A000000744,B000353166,4.0
A000000744,B000336262,3.9
A000000648,B000191682,3.7
A000000648,B000267905,3.5
A000000648,B000143183,3.2
A000000648,B000047244,5.0
A000000648,B000061754,5.0
A000000648,B000003540,4.1
A000000648,B000125835,3.9
A000000648,B000092180,3.9
A000000648,B000241267,3.1
A000000648,B000516165,5.0
A000000648,B000107361,2.9
A000000648,B000378082,4.0
A000000648,B000019595,3.9
A000000648,B000201774,3.9
A000000648,B000004939,3.8
A000000716,B000381557,5.0
A000000716,B000115429,4.3
A000000716,B000318733,4.0
A000000716,B000195535,4.3
A000000716,B000021748,5.0
A000000716,B000466138,3.9
A000000716,B000138526,3.4
A000000716,B000015614,4.1
A000000716,B000540098,3.9
A000000716,B000453320,3.2
A000000716,B000133430,3.4
A000000716,B000322285,3.9
A000000716,B000092575,3.1
A000000716,B000405627,3.9
A000000716,B000335410,4.0
A000000716,B000045180,4.3
A000000716,B000238531,3.0
A000000716,B000031418,4.1
A000000716,B000470335,3.4
A000000716,B000540067,3.7
A000000716,B000101725,3.9
A000000716,B000276188,4.4
A000000716,B000398648,5.0
A000000716,B000126722,4.5
A000000716,B000083522,3.9
A000000716,B000325747,4.0
A000000716,B000240030,4.1
A000000716,B000205149,3.9
A000000716,B000216412,3.4
A000000410,B000108938,3.9
A000000410,B000357530,3.9
A000000410,B000187221,3.9
A000000410,B000381701,4.1
A000000410,B000468924,4.2
A000000410,B000109055,4.4
A000000410,B000197798,5.0
A000000410,B000198126,3.9
A000000410,B000533294,4.0
A000000410,B000117795,3.9
A000000410,B000206586,3.9
A000000410,B000286383,3.9
A000000410,B000154863,4.5
A000000410,B000289438,3.9
A000000410,B000317410,3.9
A000000410,B000487653,3.0
A000000410,B000413628,3.9
A000000410,B000407233,3.8
A000000410,B000039778,4.1
A000000410,B000227638,4.2
A000000410,B000102880,3.9
A000000410,B000242810,4.3
A000000410,B000125415,5.0
A000000410,B000194646,3.0
A000000410,B000237970,3.5
A000000410,B000512763,5.0
A000000465,B000440885,3.9
A000000465,B000502919,4.0
A000000465,B000121802,3.9
A000000465,B000139782,4.7
A000000465,B000194289,3.7
A000000465,B000040229,4.3
A000000465,B000235324,3.0
A000000465,B000050380,4.3
A000000465,B000101671,3.9
A000000465,B000365199,3.3
A000000465,B000115644,4.0
A000000465,B000436451,3.9
A000000465,B000280127,1.0
A000000465,B000210046,3.9
A000000465,B000323233,3.9
A000000465,B000020892,3.0
A000000465,B000425056,5.0
A000000465,B000192632,4.2
A000000465,B000416580,4.4
A000000465,B000069220,4.0
A000000465,B000300244,3.9
A000000465,B000141463,5.0
A000000465,B000355673,3.8
A000000465,B000387963,4.0
A000000465,B000289708,3.9
A000000436,B000083529,4.0
A000000436,B000542023,4.1
A000000436,B000394605,3.9
A000000436,B000342183,3.7
A000000436,B000397544,3.9
A000000436,B000550784,4.3
A000000436,B000238732,3.7
A000000436,B000493953,3.9
A000000436,B000038059,3.8
A000000436,B000326926,3.9
A000000436,B000223884,3.9
A000000436,B000429603,3.9
A000000436,B000219308,5.0
A000000436,B000070628,3.9
A000000436,B000042564,3.7
A000000436,B000073152,3.5
A000000436,B000441366,2.1
A000000436,B000134359,3.8
A000000436,B000099163,3.9
A000000436,B000428634,4.5
A000000436,B000036000,3.9
A000000436,B000220553,3.9
A000000704,B000127388,4.2
A000000704,B000405367,3.9
A000000704,B000308533,3.9
A000000704,B000449494,4.5
A000000704,B000155116,5.0
A000000704,B000143868,3.9
A000000704,B000017142,4.4
A000000704,B000089171,3.6
A000000704,B000409976,3.2
A000000704,B000009461,4.2
A000000704,B000401488,3.9
A000000704,B000207718,3.9
A000000654,B000066626,4.4
A000000654,B000265210,4.1
A000000654,B000476571,3.9
A000000654,B000070281,4.2
A000000654,B000255081,3.7
A000000654,B000099193,5.0
A000000654,B000022660,3.7
A000000654,B000199870,3.9
A000000654,B000479777,3.7
A000000654,B000230161,1.0
A000000654,B000221971,3.8
A000000654,B000026981,4.3
A000000654,B000499317,3.9
A000000654,B000209712,3.9
A000000654,B000014910,4.5
A000000654,B000385998,3.7
A000000654,B000298787,3.5
A000000654,B000134025,3.9
